valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,emotion
0.454,1963,0.869,['Bill Cosby'],0.598,310840,0.626,0,5f9NfVWcKrynxRTkAPFA1e,0.0,8,0.953,-11.955,1,Karate,13,1963,0.939,139.593,Angry
1e-05,1964,0.671,['Laura Olsher'],0.466,86107,0.999,0,2G3BkT4IqPhC6CIier7zrr,0.0279,6,0.234,-20.753,1,The Very Long Fuse,14,01-01-1964,0.548,93.408,Angry
0.382,1964,0.166,['The Ventures'],0.511,130160,0.752,0,646xTAennI6nlqvlvh7ggQ,0.908,0,0.362,-8.228,0,Penetration,15,25-01-1964,0.0353,90.342,Angry
0.276,1964,0.873,['The Dillards'],0.51,332640,0.586,0,649xIuRXuY6sqf8Pae488r,0.0,4,0.675,-14.902,1,"Old Blue - Recorded at the Mecca, Los Angeles",14,1964,0.664,125.4,Angry
0.386,1964,0.615,['The Ventures'],0.353,148067,0.528,0,1a8GiizXwxoH7HTbCA3l4O,0.625,7,0.109,-11.873,0,The Pink Panther Theme,21,01-01-1964,0.0326,61.059,Angry
0.0716,1964,0.984,['Laura Olsher'],0.82,104547,0.693,0,2Xu2ue85EktUDRpJCTRVjn,0.0014,5,0.691,-15.898,1,Timber,13,01-01-1964,0.92,102.917,Angry
0.0146,1964,0.875,['Walt Disney Sound Effects Group'],0.329,112360,0.788,0,7cVbglyvFYsh4rXZrZp90n,0.239,7,0.698,-16.69,1,A Collection of Creaks,13,01-01-1964,0.163,147.273,Angry
0.049,1964,0.888,['Laura Olsher'],0.58,80253,0.736,0,2qPcrGEbgZf6fdSxmLWR1z,0.0097,8,0.608,-18.725,1,The Unsafe Bridge,13,01-01-1964,0.813,74.437,Angry
0.0605,1964,0.748,['Laura Olsher'],0.34,98027,0.518,0,77vnHFpKDILMTwg1jk6LPz,0.0214,0,0.17,-15.11,0,Shipwreck,13,01-01-1964,0.473,89.402,Angry
0.469,1964,0.579,"[""The Rockin' Berries""]",0.428,159227,0.546,0,1I0erMteTQwwtDaqzwuQI0,0.0,2,0.122,-8.32,1,He's in Town,27,01-01-1964,0.0329,107.651,Angry
0.466,1964,0.502,['The Beach Boys'],0.541,147600,0.951,0,1iFmBZsabnie1orMfdbzCN,0.0336,0,0.903,-6.058,1,Monster Mash - Live / 2001 Remastered,15,19-10-1964,0.152,132.216,Angry
0.448,1964,0.609,['The Ventures'],0.522,154093,0.842,0,2TpQCtY6deubUevMvH4PBe,0.91,4,0.367,-8.303,1,Solar Race,13,25-01-1964,0.047,113.467,Angry
0.325,1965,0.786,"['Judy Garland', 'Liza Minnelli']",0.266,156549,0.685,0,3yTfJ30itTgWvZwTMpv3cc,0.0,5,0.972,-12.708,1,"Hello, Dolly! - Live At The London Palladium/1964",22,25-07-1965,0.247,99.038,Angry
0.39,1965,0.118,['The Rolling Stones'],0.534,125307,0.511,0,5EpfCy2frXnGtAWB2hrzBa,1.82e-05,1,0.284,-10.658,1,Grown Up Wrong,23,15-01-1965,0.0367,159.587,Angry
0.234,1965,0.83,['Ennio Morricone'],0.238,136653,0.524,0,4L8lV3z7i3FB3lkyazw8xM,0.785,1,0.364,-12.028,1,For a Few Dollars More: Chapel Shootout,25,1965,0.0762,128.819,Angry
0.245,1965,0.13,['The Beach Boys'],0.586,138507,0.821,0,4wkxOAvb725v0bbzSkYjQd,6.32e-05,1,0.0652,-8.361,1,Then I Kissed Her (Mono),21,05-07-1965,0.0364,126.709,Angry
0.483,1965,0.0271,['The Rolling Stones'],0.38,159280,0.965,0,6z0Yz6aGF4NNyAGSAZbED9,0.895,2,0.397,-6.457,1,Route 66 - Live,25,04-12-1965,0.0744,85.183,Angry
0.381,1965,0.202,['Bob Dylan'],0.388,207827,0.94,0,028SHraRh7DmChBfhU4LaD,0.00299,1,0.322,-7.978,1,"It Takes a Lot to Laugh, It Takes a Train to Cry - (Take 8) [Alternate Take]",22,01-01-1965,0.0788,173.055,Angry
0.373,1965,0.77,['John Coltrane'],0.321,696613,0.692,0,5m3EY1yVurgCONmz77DfgB,0.00178,10,0.104,-8.507,0,"A Love Supreme Pt. II - Resolution - Live In Juan-les-Pins, France/1965",16,1965-02,0.0518,167.303,Angry
0.377,1965,0.0277,"['Them', 'Van Morrison']",0.287,215213,0.703,0,0etpdaE8Ijv886Pxo6cILF,1.91e-05,2,0.0979,-8.647,0,I'm Gonna Dress in Black (feat. Van Morrison) - Version 2 Mono,21,11-06-1965,0.0416,67.939,Angry
0.415,1965,0.316,['The Searchers'],0.263,179507,0.675,0,0ISi0rFiU16DwyRsb5NUNL,0.0,4,0.317,-6.208,1,Goodbye My Love - Mono Version,32,01-01-1965,0.0405,109.084,Angry
0.316,1965,0.428,['The Beach Boys'],0.488,150027,0.548,0,1GW1RZoZ2MQ7CnFtWLrizQ,0.0,4,0.116,-6.768,1,She Knows Me Too Well (Mono),18,08-03-1965,0.0324,119.167,Angry
0.487,1965,0.746,['The Who'],0.381,154015,0.781,0,6CbTn7URluWsFxKsLNRsRV,0.000635,11,0.109,-10.159,0,Bald Headed Woman - Stereo Version,26,03-12-1965,0.136,111.029,Angry
0.492,1965,0.435,['The Kinks'],0.547,153493,0.706,0,5jwQ3KKZOM8Sh3sxuAjWgg,0.145,11,0.0457,-8.924,0,The World Keeps Going Round,19,26-11-1965,0.0785,113.327,Angry
0.481,1965,0.569,['Burt Bacharach'],0.442,173560,0.582,0,6aq6guLOYRGp1k7FcS5DCi,0.000204,3,0.115,-6.637,1,Wives And Lovers,20,01-01-1965,0.0391,127.611,Angry
0.456,1965,0.767,"['Bob Dylan', 'Joan Baez']",0.556,231773,0.555,0,1mreZCRg1gnNFLdGMqLW2b,0.0,7,0.844,-9.673,1,"It Ain't Me, Babe - Live at Philharmonic Hall, New York, NY - October 1964",19,01-01-1965,0.109,107.924,Angry
0.418,1966,0.232,['Los Iracundos'],0.528,161453,0.566,0,62FHMAAelXXO9UidjYjnKW,0.0,2,0.465,-7.156,1,"Tu Lugar, Mi Lugar",30,1966,0.0249,90.763,Angry
0.288,1966,0.231,"[""Sergio Mendes & Brasil '66""]",0.571,158333,0.627,0,0IExO1052D29gOt9vXIlJ3,3.16e-05,2,0.104,-17.23,1,With A Little Help From My Friends,25,01-01-1966,0.0551,137.689,Angry
0.41,1966,0.388,['Bob Dylan'],0.125,330840,0.966,0,42V9ojCkzlPPdiLjvPB3Qs,1.66e-05,4,0.96,-4.275,1,"I Don't Believe You (She Acts Like We Never Have Met) - Live at Free Trade Hall, Manchester, UK - May 17, 1966",21,21-06-1966,0.19,177.909,Angry
0.425,1966,0.47,['The Mamas & The Papas'],0.472,103760,0.712,0,6bt66mdAIeV2vqzbkLY1lK,1.34e-05,0,0.092,-6.083,1,My Heart Stood Still,21,30-08-1966,0.0315,106.957,Angry
0.306,1966,0.123,['The Mothers Of Invention'],0.395,739800,0.735,0,2ma8ZlPxUqXcm6XKr8w1PU,4.99e-05,9,0.414,-14.39,0,The Return Of The Son Of Monster Magnet,22,27-06-1966,0.172,120.934,Angry
0.483,1966,0.568,['Bob Dylan'],0.247,465760,0.75,0,4L2EWFecF1RYckhSFUmoje,0.0,11,0.689,-6.834,0,"Ballad of a Thin Man - Live at the ABC Theatre, Edinburgh, UK - May 1966",22,23-06-1966,0.0464,171.258,Angry
0.429,1966,0.134,"['John Mayall & The Bluesbreakers', 'Eric Clapton']",0.343,353200,0.544,0,5aTs7xr447VudYaW40b8PP,0.00258,7,0.0902,-7.078,0,Have You Heard - Stereo,24,22-06-1966,0.0368,122.74,Angry
0.398,1966,0.261,['The Animals'],0.535,174920,0.63,0,2rtj0iipo8pggk5rCXi5JP,0.000637,9,0.158,-5.51,0,You're on My Mind,23,1966-06,0.0255,107.357,Angry
0.281,1966,0.0497,['The Monkees'],0.313,52520,0.853,0,0nxRLjkSdSlF3I739WqhP7,0.731,7,0.235,-7.128,1,(Theme From) The Monkees - Second Recorded Version; 2006 Remaster,16,10-10-1966,0.105,168.54,Angry
0.484,1966,0.00108,['Count Five'],0.436,119760,0.641,0,2CsdxBheORI57QtinOAq2c,8.77e-06,9,0.12,-7.758,0,Double-Decker Bus,23,01-01-1966,0.0705,87.75,Angry
0.113,1966,0.794,['Ennio Morricone'],0.179,334107,0.533,0,2UVEc3URWFNDtQ4rSCxbeT,0.504,2,0.227,-4.29,1,The Story of a Soldier - La Storia Di Un Soldato,22,1966,0.0307,75.458,Angry
0.284,1966,0.176,['The Who'],0.442,151893,0.907,0,5ZgS767avJWRO83TXZMCSm,0.0229,5,0.317,-5.85,1,Cobwebs And Strange,15,09-12-1966,0.207,123.146,Angry
0.25,1966,0.506,['Bob Dylan'],0.328,420333,0.877,0,7o8sJq8qMoAPW8v3ZhGZcB,0.000107,11,0.798,-6.02,0,"Ballad of a Thin Man - Live at Free Trade Hall, Manchester, UK - May 17, 1966",20,21-06-1966,0.0677,92.058,Angry
0.45,1966,0.452,['Francis Lai'],0.441,154187,0.84,0,0BrqfalNxIfGIsZ2eH3QSA,0.79,5,0.157,-7.534,1,Aujourd'hui c'est toi - Instrumental,24,1966,0.117,114.857,Angry
0.316,1966,0.0278,['The Beach Boys'],0.622,156987,0.593,0,6RPixapjRx1zEpcs1RkYJ4,0.949,3,0.331,-11.969,1,Pet Sounds - Instrumental Stereo Mix,18,16-06-1966,0.0459,115.647,Angry
0.135,1967,0.667,['The Beatles'],0.901,175547,0.548,0,2ac3duEVpfrlgx4FGoPvxA,0.837,0,0.161,-6.808,1,Penny Lane - Take 6 / Instrumental,28,26-05-1967,0.0996,120.775,Angry
0.349,1967,0.155,['The Who'],0.26,227867,0.637,0,2sPv6pUyjuGsTHPGLdv8PF,2.85e-06,8,0.391,-8.426,1,Armenia City In The Sky,20,15-12-1967,0.0552,131.464,Angry
0.183,1967,0.0412,['The Moody Blues'],0.188,229000,0.501,0,5ZAsM8d0KDvk4gNOlH7aIO,0.00117,0,0.393,-6.114,1,Nights In White Satin - BBC Dave Symonds Session,26,10-11-1967,0.0307,79.018,Angry
0.444,1967,0.144,['Miles Davis'],0.392,392693,0.549,0,6NoKEoRNeiry3tHz830t46,3.54e-05,0,0.222,-13.198,1,Prince of Darkness,25,23-10-1967,0.054,126.03,Angry
0.359,1967,0.34,['The Kinks'],0.479,176667,0.52,0,2iNUrMpqCajPTmNVAtgFRM,0.0,4,0.315,-8.937,0,End of the Season,25,15-09-1967,0.0351,106.046,Angry
0.345,1967,0.394,"['Frank Zappa', 'The Mothers Of Invention']",0.364,132920,0.516,0,6yANmtTmcavPQGdxtIbS4y,0.000409,9,0.14,-8.319,0,The Duke Of Prunes,25,26-05-1967,0.0327,127.431,Angry
0.17,1967,0.0418,['The Who'],0.355,245800,0.841,0,4jNC4q0BByb7vsyJyivnSd,1.27e-05,9,0.0973,-6.479,1,I Can See For Miles,18,15-12-1967,0.0991,130.792,Angry
0.491,1967,0.574,['Duke Ellington'],0.36,462093,0.683,0,4jQLX8Nr09Y9dgKPJ19Xua,0.641,7,0.176,-10.706,1,Mount Harissa,25,1967,0.0371,137.758,Angry
0.39,1967,0.801,['Spanky & Our Gang'],0.297,232800,0.549,0,6UAj2VDOeHyb8OQl17Dogy,0.00163,6,0.186,-8.325,1,Sunday Mornin',21,01-01-1967,0.0313,99.433,Angry
0.401,1967,0.279,['Bee Gees'],0.367,147933,0.675,0,4vs0XEswz4OZMKm99rf5Pe,1.11e-05,7,0.0764,-7.022,1,Turn Of The Century,27,14-07-1967,0.0377,126.351,Angry
0.315,1967,0.704,['The Electric Prunes'],0.336,151951,0.677,0,7aRVxvubodRSjp875ZBYNC,0.00197,5,0.11,-11.963,1,Get Me to the World on Time,24,1967,0.0548,103.035,Angry
0.41,1967,0.457,['Bee Gees'],0.385,181640,0.546,0,1bMDOUNbIGcrrm5UUfln4v,0.0,9,0.145,-6.67,1,To Love Somebody,26,14-07-1967,0.0408,88.785,Angry
0.368,1967,0.192,['The Monkees'],0.621,138507,0.594,0,4sudugmLvBQasfnRPGUoIy,0.0,7,0.378,-8.064,1,"Apples, Peaches, Bananas and Pears - 2006 Remaster",24,09-01-1967,0.0458,101.532,Angry
0.456,1967,0.348,['The Eptones'],0.458,178901,0.668,0,4oe4iqeG2hYk2RNXw4CN8P,9.36e-05,9,0.376,-6.98,1,No One Else But You,20,01-01-1967,0.0412,81.645,Angry
0.314,1967,0.677,['Frankie Valli & The Four Seasons'],0.444,155227,0.878,0,6e78HjODQunkjOrRlN7mpr,0.000169,0,0.214,-6.951,0,C'mon Marianne,21,01-05-1967,0.156,99.03,Angry
0.375,1967,0.25,['The Paul Butterfield Blues Band'],0.241,548270,0.634,0,690y2K7VeXxOpXOA14snTd,0.0297,3,0.0953,-9.43,1,Driftin' and Driftin',24,1967,0.044,151.263,Angry
0.239,1967,0.309,"['The Velvet Underground', 'Nico']",0.201,433573,0.773,0,6oKktEQheLfLmD7pRBqJEY,0.744,1,0.0987,-10.193,1,Heroin,25,12-03-1967,0.064,145.018,Angry
0.492,1967,0.0544,['Small Faces'],0.339,201800,0.64,0,2kDk9uc93LN9LEUQvxCPlf,2.49e-06,9,0.327,-10.312,1,Tin Soldier - 2012 Remaster,30,31-12-1967,0.0319,114.579,Angry
0.417,1967,0.555,['Bee Gees'],0.364,147240,0.537,0,3OVQwG4TRobxWqNaXfTTQE,2.83e-06,7,0.0545,-10.886,1,Turn Of The Century,26,14-07-1967,0.0349,127.05,Angry
0.456,1968,0.816,['The Monkees'],0.441,160440,0.604,0,2qXKcG4zedysgVU1fdnISN,3.74e-06,7,0.207,-8.222,1,The Girl I Left Behind Me - Early Version,25,22-04-1968,0.0319,102.459,Angry
0.491,1968,0.168,['The Turtles'],0.734,94840,0.976,0,4rfVBbbZi5rWlZKZyzc9nS,0.000781,4,0.377,-8.396,1,I'm Chief Kamanawanalea (We're The Royal Macadamia Nuts),25,1968,0.0534,102.169,Angry
0.428,1968,0.41,['Jeff Beck'],0.446,450000,0.68,0,5HB3pcue65MRxXbIDSXpTA,0.443,5,0.755,-9.766,1,Blues Deluxe,20,1968-08,0.0498,135.289,Angry
0.441,1968,0.207,['Los Gatos'],0.392,169120,0.613,0,5Qz4D3NixycveVWlTgksDn,0.00221,0,0.536,-5.031,1,"Viento, Dile a la Lluvia",41,17-02-1968,0.0286,105.509,Angry
0.274,1968,0.00839,['Deep Purple'],0.37,278400,0.786,0,2omM0kYe4PuRBGIZGWv8G4,0.773,8,0.113,-8.866,1,And The Address,21,01-07-1968,0.0831,139.306,Angry
0.231,1968,0.836,['The Monkees'],0.343,80400,0.76,0,2smASOBQwYqqZv2PIqcwPs,0.00094,11,0.524,-10.887,0,Opening Ceremony,24,1968,0.448,98.905,Angry
0.446,1968,0.753,['Gilberto Gil'],0.373,216853,0.561,0,2E5j5yZr38Vxt99l8vyyyz,0.0,9,0.16,-9.7,1,Domingo no Parque,41,01-01-1968,0.0604,94.712,Angry
0.295,1968,0.414,['Françoise Hardy'],0.281,155707,0.551,0,2NBTgkjNEWRhqvJNogtWV5,0.555,8,0.0784,-7.248,1,Parlez-moi de lui - Remasterisé en 2016,31,15-12-1968,0.0293,96.407,Angry
0.492,1968,0.154,"['Blood, Sweat & Tears']",0.335,278240,0.626,0,0brWO98AIGsmrKKRMQaURq,0.00035,4,0.131,-5.361,0,Just One Smile,23,1968-02,0.0295,82.077,Angry
0.353,1968,0.00398,['Three Dog Night'],0.342,180813,0.782,0,5WNVl47wvv9BiM8QsE6k46,0.0,9,0.263,-10.095,1,Heaven Is In Your Mind,19,01-01-1968,0.0599,103.205,Angry
0.35,1968,0.0171,"['Mike Bloomfield', 'Al Kooper']",0.233,552933,0.721,0,6amca6q63DvQnpEGUzrd2i,0.407,9,0.0835,-7.317,0,His Holy Modal Majesty,24,1968,0.0603,62.875,Angry
0.343,1968,0.106,['Miles Davis'],0.452,305400,0.511,0,2mUXS5rrGjYCajCl1AxxMP,0.00077,7,0.215,-10.605,1,Pinocchio,24,1968-03,0.0374,106.154,Angry
0.177,1968,0.882,['Johnny Cash'],0.43,63680,0.652,0,6aYaK91H5FjdD8Og5eNAXd,0.0,1,0.959,-16.471,1,"Announcements and Johnny Cash Intro from Hugh Cherry - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",24,02-05-1968,0.922,172.31,Angry
0.334,1968,0.0133,['Miles Davis'],0.374,534573,0.621,0,31W4cIsWpn6zubliC06BsN,0.000277,7,0.215,-8.775,1,Hand Jive,24,1968-03,0.0395,130.154,Angry
0.307,1969,0.381,['Pharoah Sanders'],0.109,337960,0.507,0,3eHGZ4FEFCtOMlyg6LKzTg,0.0107,1,0.124,-9.941,1,Colors,21,1969,0.0345,84.224,Angry
0.363,1969,0.00322,['Led Zeppelin'],0.26,715880,0.615,0,1Z1PlpV2k3JHs7aoy0X5bf,0.087,11,0.84,-11.269,0,"You Shook Me - Live in Paris, 1969",25,12-01-1969,0.066,134.116,Angry
0.169,1969,0.775,['Chicago'],0.212,409427,0.691,0,27zXeT09UWPqE1y68Mdxih,0.837,2,0.111,-8.45,1,Free Form Guitar - 2002 Remaster,23,28-04-1969,0.0755,109.578,Angry
0.285,1969,0.895,['Johnny Cash'],0.396,428320,0.6,0,2tGbfj0sLly8SQZjmLoXab,5.6e-06,3,0.465,-11.863,1,"Darlin' Companion - Live at San Quentin State Prison, San Quentin, CA - February 1969",27,04-06-1969,0.839,83.977,Angry
0.361,1969,0.0137,['Chicago'],0.275,876667,0.835,0,385g7dy2YZ1uNV9AJhOpUv,0.62,5,0.112,-8.934,0,Liberation - 2002 Remaster,23,28-04-1969,0.167,162.092,Angry
0.497,1969,0.0171,['Fleetwood Mac'],0.577,210156,0.535,0,0xSvfXYyDqQ3sncpGveHbg,0.0229,2,0.262,-13.232,1,Rattlesnake Shake - 2013 Remaster,30,19-09-1969,0.0307,101.291,Angry
0.495,1969,0.0415,['Tommy James & The Shondells'],0.315,216160,0.568,0,4PcAeBo9qzBP0xNvdHJLC3,0.0149,2,0.401,-11.479,1,I'm a Tangerine,24,01-01-1969,0.13,171.078,Angry
0.437,1969,0.132,['The Moody Blues'],0.306,229773,0.821,0,5b0cJVKf6ouZ1nr0qs6xCQ,0.00118,2,0.128,-6.296,1,Out And In,24,21-11-1969,0.0323,85.144,Angry
0.474,1969,0.00751,['Norman Greenbaum'],0.399,196507,0.605,0,68HbUWgNIywckc3L7ndJrz,0.0157,8,0.127,-8.202,0,Marcy,27,01-01-1969,0.0302,128.182,Angry
0.00437,1969,0.448,['Environments'],0.0641,1778978,0.636,0,35McfxrHiI8EfngVzxxMX9,0.958,4,0.219,-17.073,0,The Psychologically Ultimate Seashore,21,01-01-1969,0.0989,77.557,Angry
0.214,1969,0.208,['The Who'],0.559,246608,0.635,0,5BikBqwnM8AZ1SG45BtcGK,0.0,1,0.178,-10.103,1,Cousin Kevin,25,23-05-1969,0.0606,112.934,Angry
0.399,1969,0.00137,['CAN'],0.313,422893,0.711,0,2dYtNA7uBZSKGMwCZAC7ne,0.573,9,0.318,-10.91,1,Father Cannot Yell,20,1969,0.0386,169.76,Angry
0.0321,1969,0.827,['Chicago'],0.246,57467,0.92,0,3NCktuBckM3n2g7yeeOzrw,0.966,11,0.852,-11.134,1,"Prologue, August 29, 1968 - 2002 Remaster",22,28-04-1969,0.0691,61.814,Angry
0.468,1969,0.101,['Bee Gees'],0.424,179973,0.501,0,6W4Of7VPdUSmhktJMwUKSn,0.0,2,0.518,-10.865,0,I've Gotta Get A Message To You,28,01-06-1969,0.0278,83.371,Angry
0.294,1969,0.176,['The Who'],0.437,39913,0.636,0,55mdXaNBncVMsDHZtHAVVP,5.68e-06,7,0.607,-5.541,1,It's A Boy - Live,23,23-05-1969,0.0313,115.034,Angry
0.468,1969,0.291,['B.B. King'],0.663,275160,0.5,0,1YAqMv5kabudsXnTrCj9KL,0.00579,2,0.0862,-7.759,1,No Good,28,05-12-1969,0.037,96.108,Angry
0.445,1969,0.912,['The Moody Blues'],0.209,58440,0.592,0,1hWFeMoSmQQJBD06EAi7fV,0.212,9,0.171,-13.279,0,The Dream,23,25-04-1969,0.0661,88.439,Angry
0.35,1969,0.828,['Herbie Hancock'],0.447,658293,0.507,0,5USNsAC8wJLqKDmnB2yoN1,0.842,2,0.103,-11.78,0,I Have A Dream - Remastered 2000 / Rudy Van Gelder Edition,25,18-04-1969,0.0279,124.203,Angry
0.453,1969,0.113,['Allman Brothers Band'],0.441,255295,0.83,0,6miLCFlEt0mdp41hpx0qnx,0.606,4,0.725,-9.626,0,Every Hungry Woman,21,04-11-1969,0.076,98.298,Angry
0.412,1970,0.836,['Led Zeppelin'],0.35,223147,0.541,0,6LMQeGaCMAbU7nlQkDdh5n,0.943,7,0.107,-11.856,1,Friends - Track - No Vocal,28,05-10-1970,0.0358,85.421,Angry
0.489,1970,0.101,['The Doors'],0.348,285453,0.612,0,4Vz9Nnk8Bue7AzWDF56W1Z,0.000476,9,0.642,-10.141,1,Break on Through #2 - Live,29,20-07-1970,0.0348,181.626,Angry
0.123,1970,0.409,['Chicago'],0.27,309800,0.634,0,4LN8tUUSY9zTlROie7Hnm5,0.00288,10,0.0913,-9.634,1,Fancy Colours - 2002 Remaster,25,26-01-1970,0.0508,169.391,Angry
0.377,1970,0.444,['The Moody Blues'],0.418,267747,0.735,0,2msZBKdricJsjUMqI4yMbL,0.00982,0,0.287,-11.354,1,Minstrel's Song,28,07-08-1970,0.0566,91.332,Angry
0.491,1970,0.608,['Mukesh'],0.285,268899,0.538,0,1K1zPOIqWDuDb8JOTM3Meq,0.0165,5,0.403,-5.818,1,Jeena Yahan Marna Yahan,29,01-12-1970,0.0345,83.739,Angry
0.255,1970,0.55,['CAN'],0.608,244640,0.554,0,7xF4aAp8nerYdJM5TwntOg,0.262,2,0.219,-11.733,1,Tango Whiskyman (from Deadlock),22,1970,0.0373,126.154,Angry
0.176,1970,0.781,['Paul McCartney'],0.324,311347,0.553,0,0MoKM25j0WLMsCiTyOrmsK,0.00132,7,0.954,-9.029,1,Maybe I’m Amazed - Live At Glasgow / 1979 / Remastered 2011,27,17-04-1970,0.0417,143.905,Angry
0.49,1970,0.144,['The Moody Blues'],0.317,199667,0.766,0,1WT8v9ojIVTyiFmYZ8rAUP,0.0,5,0.181,-9.276,0,Tortoise And The Hare,27,07-08-1970,0.0417,153.633,Angry
0.203,1970,0.0523,['The Doors'],0.475,254333,0.64,0,7alVFPjibA7YdDlbm00Y9J,0.0106,9,0.189,-9.191,0,Not to Touch the Earth - Live,26,20-07-1970,0.0467,132.006,Angry
0.369,1970,0.129,['Carpenters'],0.555,137533,0.61,0,563ly9PwugmKqmFJGv4SIn,6.27e-06,9,0.0774,-13.008,1,I Kept On Loving You,25,1970,0.103,91.533,Angry
0.413,1970,0.752,"['Stephen Sondheim', 'Dean Jones', 'Company Ensemble', 'Harold Hastings']",0.332,347360,0.601,0,1e4HGVlCJyLP2ZjfLqqA6B,0.0,7,0.48,-11.025,1,Company - Original Broadway Cast: Company,23,1970,0.0591,74.669,Angry
0.338,1970,0.00576,['Keith Emerson'],0.4,270293,0.757,0,24AAb6hmmG7r9M8od5WEM6,0.81,2,0.111,-12.686,1,The Barbarian - 2012 Remastered Version,30,20-11-1970,0.0617,101.953,Angry
0.433,1970,0.00751,['Rodríguez'],0.504,202840,0.735,0,2PJCDwpQCdkDvYV1xklaI7,1.88e-05,4,0.0999,-6.084,1,Heikki's Suburbia Bus Tour,36,05-03-1970,0.0989,86.75,Angry
0.306,1970,0.0727,['Exuma'],0.401,274840,0.902,0,1qCKZwiZGDTTZ1FMszvNYs,0.0,2,0.127,-5.909,1,"Mama Loi, Papa Loi",26,01-01-1970,0.203,103.434,Angry
0.268,1970,0.0877,['Seán Ó Riada'],0.327,209160,0.759,0,3lv0mGFE0utjfssJ8MbKEp,0.465,10,0.7,-10.415,0,Marcshlua Uí Néill (O'Neill's Cavalry March),28,1970,0.277,101.598,Angry
0.458,1971,2.09e-05,['Uriah Heep'],0.281,308787,0.732,0,6iAsnr8wFAYUCmN02CI84i,0.687,9,0.243,-10.817,0,Look at Yourself,38,01-02-1971,0.0429,154.562,Angry
0.431,1971,0.0375,['Yes'],0.452,537200,0.574,0,5s7e5gqLeSqKioiq8SKas2,0.0321,2,0.0808,-10.52,1,Perpetual Change - 2008 Remaster,22,19-02-1971,0.0533,118.399,Angry
0.396,1971,0.287,['Fleetwood Mac'],0.55,336302,0.689,0,3ssVUpMIF3sPkIhTfxGYQf,0.262,7,0.0879,-11.043,1,Morning Rain,28,03-09-1971,0.0363,134.014,Angry
0.344,1971,0.579,['Pink Floyd'],0.241,583093,0.671,0,1Lp0MAVf9qfjUjSH7d8KrE,0.788,2,0.113,-12.534,1,Interstellar Overdrive,28,14-05-1971,0.0575,97.924,Angry
0.305,1971,0.49,['Allman Brothers Band'],0.34,1373427,0.804,0,3KjmW0ro0Ey8BHrBFS0PRr,0.36,4,0.43,-8.283,0,"Whipping Post - Live At The Fillmore East, March 1971",24,01-07-1971,0.0624,109.18,Angry
0.432,1971,0.00184,['Budgie'],0.33,519653,0.702,0,0KmYuAICGqnlmr3aP2eUZ9,0.442,1,0.0916,-14.954,1,Nude Disintegrating Parachutist Woman - 2013 Remaster,30,04-06-1971,0.102,143.786,Angry
0.488,1971,0.535,['Marvin Gaye'],0.498,163147,0.787,0,4b9MOmHZagcQ25OTmqvGnJ,0.00618,8,0.216,-11.038,1,What's Happening Brother - Detroit Mix,28,21-05-1971,0.125,97.96,Angry
0.461,1971,0.0618,['Alice Cooper'],0.368,219400,0.618,0,6gqUIjRzF3xaEZbYvuO9Mf,0.000209,2,0.0404,-16.852,1,"Yeah, Yeah, Yeah",27,1971,0.0371,136.21,Angry
0.428,1971,0.114,['War'],0.327,460067,0.804,0,79tpCtWg17lUfOIV05BIC3,0.0323,2,0.988,-9.805,1,Baby Brother,21,01-01-1971,0.0769,136.545,Angry
0.345,1971,0.154,['Pink Floyd'],0.33,269173,0.632,0,5H3XQrHRuYAymS3BFbK8Zw,0.657,11,0.113,-12.475,0,Remember a Day,27,14-05-1971,0.0378,122.906,Angry
0.292,1971,0.032,['Badfinger'],0.325,321160,0.566,0,2Z7c7algNrJeVyYWNH1HYw,0.00536,9,0.138,-8.765,1,Name Of The Game - Remastered 2010,28,13-12-1971,0.0296,138.411,Angry
0.486,1971,3.73e-05,['Serge Gainsbourg'],0.56,206173,0.815,0,4h2H1twBzEuQygHdl60U5g,0.67,5,0.0521,-13.169,0,En Melody,33,01-01-1971,0.0566,105.632,Angry
0.49,1971,0.215,['Bread'],0.647,184267,0.65,0,36MfHivNOhTcYYSlLbSXxS,2.37e-05,4,0.222,-12.02,0,Be Kind to Me,31,1971,0.0441,91.996,Angry
0.354,1972,0.257,['Blue Öyster Cult'],0.585,240547,0.754,0,55f36XW2w1moYF70wsaHLB,0.0117,2,0.111,-8.954,1,Workshop of the Telescopes,29,1972,0.114,120.413,Angry
0.459,1972,0.0201,['Santana'],0.317,233493,0.599,0,1lPIRpoeSqAuOyYWnjh68s,0.86,9,0.846,-15.78,0,Waves Within,31,11-10-1972,0.0351,104.936,Angry
0.328,1972,0.0204,['America'],0.369,258973,0.513,0,2QvHzvM6Ql4T5jFtevTZJL,0.000556,11,0.0919,-9.468,0,Cornwall Blank,29,01-01-1972,0.0462,147.696,Angry
0.375,1972,0.6,['Bread'],0.537,281960,0.502,0,5Xaj4RcsArfn9DKBz0iz2Z,0.0,7,0.113,-11.402,1,Picture in Your Mind,32,1972,0.0243,92.618,Angry
0.229,1972,0.14,['Los Terricolas'],0.33,188987,0.506,0,7amJIcpxMXeIU014kXNV3h,0.0,9,0.104,-3.887,0,Dos Almas,31,03-12-1972,0.0282,82.392,Angry
